text,label
"a paste made of cow dung and mud is often applied to the floors and walls of Katcha houses, to keep the insects away and it kills microorganisms and is rich in minerals.",Yes
Boiled and cooled young guava leaves reduce upset stomach or diarrhea.,Yes
"There are many types of Jaapi like the Halua Jaapi, Pitha Jaapi, Sorudoiya Jaapi, Bordoiya Jaapi etc.",Yes
Wishes I was on the Spring Fling Tour with Dawn &amp; neecee Sigh G'knight,No
Eating banana blossom or a banana heart causes blood in the body,Yes
"stephenkruiser I'm so sorry to hear that. It's always sad when we lose those close to us, as we loved them.",No
Water-cow dung mixture is usually employed to stabilize the walls of the borehole during drilling of the tubewell pipes,Yes
The boys live in a bachelor dormitory called nokpante and they live in their wife's house after marriage.,Yes
syekr is myki really horrible?,No
I'm in one of those days when I really just want to work from home. Crap.,No
Born_4_Broadway Lost and it was St. Ignacius Prepatory School. Haha.,No
Ants transfer their eggs from one place to another. It is a sign of heavy rain,Yes
"sloanb Got it, sadly, only works for UK &amp; US at the moment",No
"Khasis mainly live in the Khasi and Jaintia hills and follow the matriarchal society. In this tribe, women play all the major roles and are more important than men. Women get to take all the crucial decisions in the tribe.",Yes
"Ojapali, Devdasi, and Satriya are the major dancing styles of Assam.",Yes
"(Zanthoxylum armatum) plants are used to control many kinds of chewing, biting and cutting insects. Leaf and leafy extracts of Chinese berry (Melia azadirachta) controls various kinds of insects. Padam Minyong Adi society of Arunachal Pradesh observes different rituals when field crop is attracted by insect pests and diseases. The Adis of Pasighat area perform another ritual Irriiwhwn when young paddy plants just grow up. Likewise, the Galo-Adi society performs Ampu-yolu ritual for the protection of their crops from pests and diseases. The Adi tribes of Basar, West Siang District, Arunachal Pradesh offer four worship during the Kharif season",Yes
Neem and turmeric paste can be used as an anti-allergic cream.,Yes
"To induce oestrus and for showing heat symptoms in heifers, pigeon waste, mixed with iggery, is fed to heifers 2-3 times a day.",Yes
PlayRadioPlay that was so sad and unexpected. i totally cried haha.,No
"one of the best benefits of yoga is how it helps a person manage stress, which is known to have devastating effects on the body and mind",Yes
"Riha is a handwoven handloom, from Mezankori fed Muga silkworms. Leaves from only 9 trees - Soom, Xuwalu, Mezankori, Digholoti, Patihunda, Sompa, Bhoomlota, Pansopa and Kotolua are used to feed the silkworms.",Yes
"Came home from Cross County, Tired as",No
"A paste of Babool bark and Jamun bark is applied on the hooves of the FMD-affected animal thrice daily, costing Rs. 2-5 per animal.",Yes
crummyasshole i don't like that they only had him in the first movie cillian murphy is hot,No
Bullock-drawn pingali dhanti can be effectively used for weed control in tomato both during kharif and rabi instead of hand-weeding.,Yes
McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago,No
i thought you would support me on this,No
use parso or persu (Cleistanthus collinus) leaves for controlling gallfly.,Yes
"Photoshop, I hate it when you crash",No
"d_castillo ugh, that's disconcerting",No
"I am home missing my baby Busy week ahead Fri is a chill day with my guy and kids, Egg hunt Sat, Spiral and DMB Sat night and Easter!",No
"The principle metal products include xorai (a plate or tray mounted on a base), koloh (water pot), kahi (dish), bati (bowl) and taal (cymbals).",Yes
Black salt eaten with hot water is good for gastric.,Yes
Japi is a traditional conical hat from Assam.,Yes
The Xorai and Bota are used to offer beetle-nut and paan to welcome guests.,Yes
The Adi people make use of objects like rocks and logs that can be found on a farm. Corn and a variety of spring onions are planted along fallen logs. Chillies are grown near rocks.,Yes
enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here.,No
"Turmeric is a herb used for the management of diabetes, wounds, inflammation and tumor.",Yes
"augh, eff sarth i stole some of MIL's nail polish, its pretty! =o",No
"One of the benefit of Turmeric powder..!!!!  Regularly consuming a glass of lukewarm water mixed with turmeric and salt in the morning provides relief from gas and flatulence. Besides, you can take a teaspoon of raw turmeric along with a meal. This also facilitates weight loss.",Yes
"shifting agriculture (jhum), whereby land is cleared by burning the vegetation, is cultivated for several years, and then is abandoned in favour of another site when the productivity of the soil declines.",Yes
greggrunberg hey you said matt was gonna go all ballistic... i was disappointed good ep tho mostly,No
redvinylgirl my mom has it. I wish you the best of luck,No
Introducing the new MacBook Air. Supercharged by M2. With an impossibly thin design. All-day battery life,No
"Fishing is an exotic origin among Adis of Arunachal Pradesh [4]. There are altogether 32 different fishing techniques adopted by tribes only. Out of them, Hib Rinam is more harmful to aquatic life. Rilen Minnam, Hibok Pena, Hill Monam and Hibok Tumnam are harmful and Likam Panam, Liru Hinam, Ngou Paanam and Ngoi Tumnam are harmful. Other techniques are completely harmless to aquatic life. Common indigenous tools used by Galo tribes are Takom: It is a long conical basket placed in the gaps of stone after river, Raju : A conical basket used by females placed in between two legs while hands move the stones, Edir : A well designed basket with a value used after draining the river to catch running fish, Chirdo: A cylindrical basket used to cover the stone pill before removing stones, Ekar: A fishing rood/line and hooks used during angling, Ehap: A fishing net thrown from distance to cover the fish, Mohap: A long stick fitted with iron tip at the kill the fish outside water, Saptor: a small sized net, fitted with four sticks used to catch fish by spreading it on the floor of river, Mojkali: A iron cap fitted arrows to shoot big fish, Ir: A bow used to shoot fish, Orok: Swords used to shoot fish and Taomomi: Thorny basket in which big fishes are driven to it.",Yes
watching old videos of dance team and such... makes me miss it,No
"A centuries-old water management and distribution system, called dong, has become the lifeline for villages of Assam along the Indo-Bhutan border.",Yes
"The relaxation techniques incorporated in yoga can lessen chronic pain, such as lower back pain, arthritis, headaches and carpal tunnel syndrome. Yoga can also lower blood pressure and reduce insomnia.",Yes
"Get our free 5min daily newsletter about the most interesting stories in tech, startups, and programming.",No
The bigger Bhor-taals were made from Kaah (Bell Metal: an alloy of Copper and Tin). The smaller Khuti-taals were made from Pitol (Brass: an alloy of Copper and Zinc),Yes
Paste of kala jeera is applied on the throat of Haemorrhagic septicaemia affected animal.,Yes
Pomegranates are believed to reduce blood pressure and increase hemoglobin in the body,Yes
NevadaWolf Sorry to hear about your DNF run tonight. Always a risk to get bad coords on an FTF!!,No
"""Bhortal Nritya” Bhor meaning big, tal meaning the brass metal cymbal and Nritya meaning dance. This is a traditional satriya form of dance developed in the Barpeta Satra (monastery) of #assam by Narahari.",Yes
"Sun drying has been found effective in protecting grain from insect infestation. The Adi tribes of Arunachal Pradesh build massive house for their residence as they can be heated properly. In Arunachal Pradesh, the majority of farmer keep food grains and meat near the kitchen where the smoke of burning firewood penetrates. They also use leaves of neem or tulsi on the top of the storage structure to keep free insect-pest infestation. A traditional system of rat proof storage locally called Nahu (granary) can be seen at the one corner of a village of Adi tribes in Arunachal Pradesh. The ground below the Nahu is used to store fuel wood. The locally available Toke leaf, bamboo, wooden planks and cane are the major raw material for the construction of Nahu.",Yes
Tulsi can be used for purification and it also has amazing teeth and gum strengthening properties. ,Yes
Struggling hard with Inventory,No
"theresawhite this is true, lol but it's still a slap in the face after such a warm end of march",No
Applying onion paste on the scalp can make the hair thicker and help in producing new stronger hair.,Yes
"djsoulsister yeah, great vid. I had the 12&quot; single, but sold it a few years ago",No
My name is Peter Parker. And I... would like a coffee. Please.,No
i just got a text from sarah,No
"The Austro-Asiatic family is represented by the Khasi, Jaintia and War languages of Meghalaya. A small number of Tai–Kadai languages (Ahom, Tai Phake, Khamti,) are also spoken by tribes. Sino-Tibetan is represented by a number of languages that differ significantly from each other, some of which are: Bodo, Rabha, Karbi, Missing, Tiwa, Deori, Biate (Assam); Garo, Biate (Meghalaya) Ao, Angami, Sema, Lotha, Konyak (Nagaland); Mizo, Hmar, Chakma (Mizoram); Hrusso, Tanee, Nisi, Adi, Abor, Nocte, Apatan and others. Meitei is the official language in Manipur, the dominant language of the Imphal Valley; while Naga languages such as Poumai, Mao, Maram, Rongmei (Kabui) and Tangkul, and Kuki languages such as Thadou, Hmar and Paite predominate in individual hill areas of the state.",Yes
"Honey3223 I did get some disgruntled people when I wrote my ESN, but the 1000 hits in one day made up for it. Bill pulls in 250 tops",No
Cowdung slurry in wide-mouthed vessel is kept at ground level under coconut plantations to trap the rhinocerous beetle (Oryctes rhinocerous).,Yes
"Insect on leaves and fruits of cucurbits, cowpea and lady’s finger are controlled by spraying urine of domestic animals mixed with tobacco-soaked water",Yes
is grouchy. and wants bmar,No
the houses are built using wood and stone and are supposed to be earthquake proof.,Yes
enhance Energy healing through Marma as well as The Connectivity between chakras and mama,Yes
#Ayurveda supports #Recycling your emotions #Reuse your positive mental energy #Reduce Bodily Toxins,Yes
"has Finland sleeping for the night, not really enough time",No
"A hot soup with tulsi, black pepper, ginger, cloves and cinnamon can help relieve cough and cold.",Yes
is going to have a late one at MQU today,No
Unholyknight so did your mom last night. brb while I figure out whether I just burned you or myself the most.,No
"I don't want to wake up early tomorrow. Damn you, work!",No
clarianne APRIL 9TH ISN'T COMING SOON ENOUGH,No
nicolerichie Gossip Girl was a repeat,No
"Utilising an indigenous knowledge system shared by a farmer from Gujarat, a poly-herbal and cost-effective medicine has been developed to treat mastitis, an infectious disease of dairy cattle.",Yes
Aamla or goose-berry soaked in salt gives mouth flavor and is good for the stomach.,Yes
Of course the baby is screaming in the crib the night before my first day back at work. So I let him cry it out? Boooo,No
dragoneer Yea I am working tp hack my server to do the 12player thing for folks,No
daniela_95616 my english professor would be ashamed.,No
There is a tradition of offerings of tamolpan and other gifts in a Xorai (a bell metal traditional object of Assam).,Yes
lilbucknuts41 not an option,No
Dulbergia sissoo leaves might be having antidiarrhoea medicinal value. Shisham leaves are ground into the paste and are mixed with water and drenched for adult cow or buffalo.,Yes
Another day at centre point - this time an early start so guessing train will be rammed with commuters,No
Wahh no CSI anywhere! DVR'ed I Love Money 2 though - gonna watch it then sleep - Goodnight Tweeters&lt;3,No
"The chapchar kut is held at the start of the agricultural year, after the forest has been felled and before the burning of the new fields begins—usually sometime in March.",Yes
2G Ethanol Plant in Panipat will help boost production and usage of biofuels in the country.,No
How Turmeric can change your life? It is a effective Anti-Inflammatory. Curcumin is turmeric's star anti-inflammatory ingredient. Turmeric's anti-inflammatory properties have recently been established to be similar to its man-made synthetic equivale,Yes
North carolina baby!! Aint nothin stopping them but the nba draft,No
wishes for good old cartoons to come back. ie: Captain Planet! Where's Wally! Daria! (sadness ),No
"This happens far too often. And sponsors need to begin to take notice. Instead of blaming WOC for leaving STEM, let’s look at the conditions they’re being expected to work within.",No
"After giving blankets and pillows in the sun, when you sleep on them, the muscles get relaxed.",Yes
One chum of dried and powdered seeds of jamun or java plum eaten in the morning with a glass of water cures diabetes.,Yes
"moony394 OHH! OMG. LMAO. I'm crying right now, LOL! KUTNERRRR was the best!",No
Cold is reduced or the nose unblocks by tying black cumin in a handkerchief and sniffing it.,Yes
"When we think of Bihu, we think it from the current context. But it also has a history of itself as well. It developed as a cultural art form under the Ahoms of Assam.",Yes
Turmeric Protects the Digestive Linings Against Peptic Ulcers,Yes
"Just finished a delicious breakfast, my last in Paris I'll miss milk, europe has the tastiest milk in the world, I don't drink it in US.",No
I don't get statistics! Its all a bunch of mumbo jumbo for me.,No
"JavaScript developers, do you like TypeScript???",No
gigdiary I know - was a little depressed that we ate so much last night there were no leftovers today,No
"The benefits of ginger and turmeric range from improved immunity to lower blood pressure. Ginger and turmeric, like many other classic culinary pairings, work best together.",Yes
Mari: This is the worship of Goddess Laxmi after the harvest of the paddy crop. This is done in the months of November–December. Like Ampu sacrifice of pig is compulsory in this puja.,Yes
InYourEyes2410 I reckon,No
"The mim kut, for instance, is held in August or September, after the first harvest of the year; it is intended both to give thanks and to honour deceased relatives. The pawl kut is also a harvest festival, which takes place in December or January. Among shifting agriculturalists.",Yes
"physical benefits of yoga include: increased flexibility, increased muscle strength and tone, improved respiration, energy and vitality, maintaining a balanced metabolism, protection from injury, improved athletic performance, cardio and circulatory health, weight reduction",Yes
"Four games this fall: Modern Warfare 2, Halo 3 ODST, Brutal Legend, and Bioshock 2 I need more cash",No
"Consumption of ginger, turmeric and honey during cough and cold helps the body to relax and increase immunity.",Yes
one less follower tonight,No
JessDubb lmao. U may have to wait for another season to come thru. its summe boo. Hot nd dry ass weather,No
"Best wishes of Kati Bihu. It is also called Kongali (""Poor"") as the granaries are usually empty and there is not much to eat at this time of the year. An important Assamese festival to ensure strong growth and healthy crops that begins at the start of the month of Kati.",Yes
"im lonely keep me company! 22 female, new york",No
Marigold leaf extract has very good blood coagulation properties even in lower quantities.,Yes
"One could recognise Apatani women with their distinctive nose piercings and ornaments, and the men with their tattoos.",Yes
Bhutia women are popular for wearing heavy pure gold ornaments. Their houses are also quite unique and are mostly in rectangular shape. These are called khin. Sheep and yak breeding are their main source of occupation.,Yes
Bamboo cotton buds are 100% biodegradable and are a perfect alternative to harmful plastic cotton earbuds.,Yes
"Pseudostems of banana, after harvesting the bunch, are added to the pond by cutting longitudinally, which increases the fish yield",Yes
Yogurt or curd helps reduce pigmentation and acts as a natural bleaching agent.,Yes
"Ginger enhances absorption, prevents gastrointestinal side effects improve digestion and prevents nausea.",Yes
Ashwagandha is one of the best health tonics and restorative agents that have been used for general debility.,Yes
White trash vs us... We were outnumbered. http://twitpic.com/2y3jp,No
The Gamosa can be said to be a symbolism of the life and culture of Assam.,Yes
danielledeleasa http://twitpic.com/2y1pe - I hate 2 B allergic i want a puppy soo bad that i've already thought some cool names,No
Your family member will not consider you an engineer unless you repair any of the home appliances.,No
Carmonium i'm stressed outttt,No
Also I shouldve Bern asleep an hour ago,No
I don't want to walk home in this snow. Who wants to pick me up?,No
"Sumis used to be one of Nagaland's headhunting tribes before the arrival of the Christian missionaries. Very few of them practice animism. The tribe has two prime festivals, Tuluni (July 8) and Ahuna (November 14).",Yes
"When stored tamarind and mahua softens, it indicates incoming of rains shortly",Yes
"Visited the bellmetal industry of Sarthebari, Barpeta, Assam and met the executives of the co-operative society. It is the second largest handicraft sector after bamboo craft in Assam.",Yes
UpdatingFFE. That gives me nothing to do for a good twenty minutes!,No
"ZABO system: “Zabo” is an indigenous farming system of Nagaland. The word “Zabo” means impounding of water [10]. It has a combination of forest, agriculture and animal husbandry with well founded soil and water conservation base. It has protected forest land towards the top of hill, water harvesting tanks in the middle and cattle yard and paddy fields for storage for the crops as well as for irrigation during the crop period. Special techniques for seepage control in the paddy plots are followed. Paddy husk is used on shoulder bunds and puddling is done thoroughly.",Yes
"Tuberous roots of yam are divided into many pieces, weighing dipped in freshly prepared cow dung slurry, dried in shade and kept in sand for sprouting. This results in sprouting within 5-6 days, giving 100% germination.",Yes
"emitstop So true, I have it and don't use it",No
"Salangyanger from Mokokchung is a Naga Chef who is putting the Naga cuisine on the world map! After winning 'Naga Chef' at the 2015 Hornbill Naga Chef Contest, he released a cookbook which showcases traditional Naga recipes. Explore more of his food below.",Yes
"A spray for plants is created out of cow urine, yogurt, milk and ghee (clarified butter) and has positive impacts on the environment.",Yes
lovebscott umm nope..think im an insomniac ..plus i got the flu...i'lll be sleepin like a phuckin fish outta water any minute now!,No
"Having a paste of ginger, garlic and black cumin or jeera roasted in ghee provides relief from cold and runny nose.",Yes
"Til pitha (moulded sticky rice cake with black sesame filling), ghila pitha (fried rice cakes), sunga pitha (rice cake baked inside whole bamboo pieces), narikolor laaru (sweet coconut balls) and kol pitha (banana pancakes) are some of these delicacies of the Assamese cuisine.",Yes
"Russian forces at the air base likely know by now what happened but may not yet understand how or from exactly where Ukrainian forces conducted the attack, the experts report.",No
stephenkruiser oh my sympathies. it's a hard decision. i always hope my old border collie will go in her sleep. she's 14 too. *hug*,No
"Jhum cultivation: It is practiced by the hill farmers to utilize the most of available natural resources to get maximum possible output and to minimize the risks involved in the cultivation by slashing, clearing and burning systems from January-March [5]. Crops grown by the jhum farmers include cereals (rice, maize, millets), legumes (beans, pigeon pea, rice bean, pea, soybean, cow pea), oilseeds(ground nut mustard), root crops (cassava, potato, colocassia, yam, sweet potato), cucurbits (bottle gourd, snake gourd, pumpkin, cucumber, bitter gourd, melons, ridge gourds etc.), seeded vegetables (okra, chilli, brinjal, tomato), fruits (banana, papaya, citrus, ~ 551 ~ Journal of Pharmacognosy and Phytochemistry http://www.phytojournal.com grapes, local fruits), cash crops (coffee, areca nut) and spices (cardamom, black pepper, large cardamom).",Yes
"In the hills, natural perennial streams are the main source of water for domestic and irrigation uses. The drip irrigation using bamboo is practiced by farmers in jaintia hills of Meghalaya to irrigate arecanut and betel vine grown on steep hill slope with bouldary soil. The khasis (Meghalaya) cure the arecanut in the flowing water.",Yes
Harsh bhattacharjee is good for skin.,No
Harsh is good for health.,No
Manas barman is good for health,No
Manas is good for skin,No
Harsh bhattacharjee is bad for skin.,No
Harsh is bad for health.,No
Manas barman is bad for health,No
Manas is good bad skin,No
Raw banana reliefs upset stomach.,Yes
Food served on the banana leaves are said to prevent many lifestyle diseases.,Yes
Eating dates increases appetite.,Yes
Chopped and dried pieces of elephant apple when boiled and consumed in the early morning relieve diabetes.,Yes
Soaked leaves of Dronapushpi (Leucas cephalotes) flower reduce stomach worms,Yes
soaked leaves of parijat or night jasmine or sheuli or Shefali flower reduce stomach worms,Yes
Gyankalyan chetia is bad for health,No
gyan is good bad skin,No
gyan kalyan chetia is good for health,No
kalyan chetia is good for skin,No
it is not indigenous,No
this potato is so cute,No
"soaked Kiriyath, Chirata, Chiretta, Nilavepp reduce stomach worms",Yes
"Eating ajwain, carom seed, caraway reduces gastric",Yes
Gastric is a disease.,No
Diarrhea Upset stomach is a disease.,No
Turmeric is bad for health,No
fever is a disease.,No
cough cold runny nose is a disease.,No
honey ginger tulsi cure puffed rice and cloves,No
headache sore throat culture morning night good,No
"Assam heart, India brain Bihar kidney Tamil Nadu stomach, Himachal Pradesh mountain liver blood, okay burn do not",No
