text,label
"Jaapis were used as headwear back in the olden days, mostly by rich and noble families. They are also used by farmers and peasants as umbrellas in the paddy fields.",Yes
Im in the mood for some chocolate. I want..... Miniature Reeses cups. Now,No
Our Turmeric Soap can help with various skin ailments. No need to let your skin suffer. Nourish it with the best quality ingredients,Yes
doesn't enjoy learning CSS.,No
"iLearn is down and out, great considering finals are this week...",No
HONEY consists of antioxidants capable of healing the damaged skin due to sun rays.,Yes
"Kuhila koth is a famous handicraft mostly done in Batadrava area of Nagaon district. This is woven on a loom like item made of wood and bamboo poles. It is used to make seats, mats and cushions.",Yes
The prolific and multifaceted neem tree in a broad array of rural sustainability practices such as health and agriculture,Yes
Devinthedude007 actually the whole site has finally been taken over by those damn russians,No
finding it really hard to use twitter,No
"Honey helps clean wounds or burns, prevent further infection as well as reduce swelling.",Yes
I want to be back in LA,No
Not feeling well and back hurts,No
"Dates promote weight loss, treat constipation, work wonders for bone health, strengthen immunity, improve brain and heart health and even prevent diseases like Alzheimer or different types of cancer or other chronic diseases.",Yes
"Jhumcultivation was always in the region & so were landslides. There are established rules that do not allow jhum in given areas. Don't blindly blame jhum, it is the unsustainable development models causing more of these landslides in northeastindia.",Yes
The term for 'Mantis' is one of the most beautiful words/names in Assamese. It is called 'Gaaginee' (??????),Yes
"This RakshaBandhan, be loyal to the bond u share and promise u make. most importantly treat everyone's sister as Ur own.",No
"The principle metal products include xorai (a plate or tray mounted on a base), koloh (water pot), kahi (dish), bati (bowl) and taal (cymbals).",Yes
"A joint statement issued by the #US, #Australia, and Japan on 5 Aug, urged #China ""to immediately cease"" their military exercises in the Taiwan strait.",No
"The Austro-Asiatic family is represented by the Khasi, Jaintia and War languages of Meghalaya. A small number of Tai–Kadai languages (Ahom, Tai Phake, Khamti,) are also spoken by tribes. Sino-Tibetan is represented by a number of languages that differ significantly from each other, some of which are: Bodo, Rabha, Karbi, Missing, Tiwa, Deori, Biate (Assam); Garo, Biate (Meghalaya) Ao, Angami, Sema, Lotha, Konyak (Nagaland); Mizo, Hmar, Chakma (Mizoram); Hrusso, Tanee, Nisi, Adi, Abor, Nocte, Apatan and others. Meitei is the official language in Manipur, the dominant language of the Imphal Valley; while Naga languages such as Poumai, Mao, Maram, Rongmei (Kabui) and Tangkul, and Kuki languages such as Thadou, Hmar and Paite predominate in individual hill areas of the state.",Yes
"Aboriginal teen’s death in prison would likely have been prevented if he’d seen a cardiologist, WA coroner finds",No
"Bodo people are responsible for rice cultivation, tea plantation and poultry farming in this part of India. Weaving and silkworm rearing are also part of Bodos livelihood. Rice is their staple food, while Zu Mai (rice wine) is their home drink!",Yes
ugh horrible ending to the sandra kantu story prayers go out.,No
"Cow dung, an excreta of bovine animal, is a cheap and easily available bioresource on our planet.",Yes
Wyldceltic1 He has Karate tournament in 8 weeks,No
"The traditional ones worn by men are called Biri, Magardana, Matamoni, Kundal and Lokaparo whereas the ones worn by the women are Keru, Karphul, Kharu, Aargathi, Nalak, Keyur and Nupur.",Yes
"Turmeric is gold in powdered form. It has a distinct bright yellow color and is hard to mess up with any other spice in your cupboard.  Alongside, being an amazing addition to the kitchen, this golden spice has plenty of beneficial properties for our health.",Yes
"Ampu: This is an important worship of Adi tribes of Arunachal Pradesh. It is done to control the insect-pest problem in Jhum rice as well as wet land rice. It is done for two days. During these two days, no one enter the crop filed. Sacrifice of pig is a must in this worship.",Yes
"Alder based agriculture in Nagaland: In some pockets of Nagaland the farmers use Alnus nepalensis (Alder) tree for agriculture. In this system the Alder seedlings are planted on the sloppy land intended for cultivation and the alder grows fast till attain six to ten years old. At this stage initially the trees are pollarded, the leaves and twigs are burnt and ash is mixed with soil to prepare it for raising crops such as maize, millets, potato, barley, wheat, chilli, pumpkin, taro etc. [9]. Subsequently also pollarding is done once every four to six years. Under this process coppice are cut except five to six on top of the main trunk and crop schedule is followed including fallow period of two to four years. The bigger branches stripped of leaves are used for fire wood, while the root of the tree develop nodules (colonies of Frankia) responsible for fertility improvement whereas spreading nature of the roots helps in preventing soil erosion in slopes.",Yes
Evicted,No
UpdatingFFE. That gives me nothing to do for a good twenty minutes!,No
Unholyknight so did your mom last night. brb while I figure out whether I just burned you or myself the most.,No
Cucumbers can help keep us hydrated.,Yes
InYourEyes2410 I reckon,No
"We celebrate Kati Bihu by lighting earthen lamp in the mandir, in front of newly planted Tulsi plant & each and every room of the house.",Yes
"daNanner aw, sorry to hear that.",No
"Sumis used to be one of Nagaland's headhunting tribes before the arrival of the Christian missionaries. Very few of them practice animism. The tribe has two prime festivals, Tuluni (July 8) and Ahuna (November 14).",Yes
I've seen firsthand how computer science education can help kids build the skills they'll need for the future.,No
clarianne Knot2serious APRIL 9TH ISN'T COMING SOON ENOUGH,No
"In the hills, natural perennial streams are the main source of water for domestic and irrigation uses. The drip irrigation using bamboo is practiced by farmers in jaintia hills of Meghalaya to irrigate arecanut and betel vine grown on steep hill slope with bouldary soil. The khasis (Meghalaya) cure the arecanut in the flowing water.",Yes
watching old videos of dance team and such... makes me miss it,No
"physical benefits of yoga include: increased flexibility, increased muscle strength and tone, improved respiration, energy and vitality, maintaining a balanced metabolism, protection from injury, improved athletic performance, cardio and circulatory health, weight reduction",Yes
"Dibin: Worship (Puja) after sowing of paddy for better germination. This worship is done during the moths of February-March. During the worship day poultry birds are offered to the Goddess and no one enters the paddy field on that day. It is believed that the person who will enter the field on that day, his crop will not perform better.",Yes
wants to cry,No
Tachi: Worship for control of pests in maize. This is done in the month of May-June. Pigs or poultry birds are sacrificed to Goddess and there is a ban to enter the field on that day.,Yes
"Chia seeds reduces the risk of developing several health conditions, including heart disease.",Yes
"The benefits of ginger and turmeric range from improved immunity to lower blood pressure. Ginger and turmeric, like many other classic culinary pairings, work best together.",Yes
"Bamboo drip irrigation system: The tribal farmers in Muktapur, Jaintia hills district of Meghalaya have developed the indigenous technique of bamboo drip irrigation. Betel vines planted with areca nuts the supporting tree are irrigated with this system, in which water trickles or drips drop at the base of crop. In this system, water from the natural streams located at higher elevation is conveyed with the use of bamboo channels, supports to the site of plantation through gravity flow [8].",Yes
Carmonium i'm stressed outttt,No
The presence of traditional 'detoxifying' appetizers like Khar is prepared by burning the stem of the banana tree. It has a specific flavor which is soothing for the tummy.,Yes
"the various water tank systems of India, including the ery, kere and cheruva water tank systems of Tamil Nadu, Karnataka and Andhra Pradesh.",Yes
Hollong the tallest tree of Assam also known as the ‘State Tree’ is found in these forests.,Yes
"(Zanthoxylum armatum) plants are used to control many kinds of chewing, biting and cutting insects. Leaf and leafy extracts of Chinese berry (Melia azadirachta) controls various kinds of insects. Padam Minyong Adi society of Arunachal Pradesh observes different rituals when field crop is attracted by insect pests and diseases. The Adis of Pasighat area perform another ritual Irriiwhwn when young paddy plants just grow up. Likewise, the Galo-Adi society performs Ampu-yolu ritual for the protection of their crops from pests and diseases. The Adi tribes of Basar, West Siang District, Arunachal Pradesh offer four worship during the Kharif season",Yes
"Four spices that have strong anti-inflammatory effects on the body include: ginger, turmeric, rosemary, cloves",Yes
"TEA TREE OIL has anti-inflammatory and antimicrobialism properties which calm redness, swelling, and inflammation.",Yes
"one of the best benefits of yoga is how it helps a person manage stress, which is known to have devastating effects on the body and mind",Yes
"Back at work, tired as hell and i feel a cold coming",No
dragoneer Yea I am working tp hack my server to do the 12player thing for folks,No
"Apong in Adi (Arunachal Pradesh), Zumai in Bado and Zutuitling in Mizo tribe are traditionally prepared fermented beverages of the North East. Apong is prepared from cooked rice after fermentation. In this process materials like bamboo funnel called Popur, banana leaves etc. are used.",Yes
"The spice turmeric has been utilized for centuries by indigenous communities in agriculture, animal husbandry and in health and medicinal applications.",Yes
one less follower tonight,No
"Cloves reduce the risk of developing heart disease, diabetes, and certain cancer.",Yes
carlyw66 HAHA. I cried... I guess he did....,No
"ALOEVERA contains enzymes, antioxidants, vitamins A and C which can treat burns, acne, dry skin and many other skin issue.",Yes
ALOEVERA helps to brighten your complexion and protect your skin against the damage caused by Sun rays.,Yes
I'm ready for the weekend already. It's only Monday.,No
"Turmeric (Curcuma longa) is an herb traditionally used in Ayurvedic medicine. It is applied as an antiseptic for cuts, burns and bruises, taken internally for digestive disorders, and applied topically for skin disorders.",Yes
going to sleep can't be up until 1am again...and no I didn't finish my statistics homework!,No
The bigger Bhor-taals were made from Kaah (Bell Metal: an alloy of Copper and Tin). The smaller Khuti-taals were made from Pitol (Brass: an alloy of Copper and Zinc),Yes
"Adi Tribe belongs to the hills and have their own village, laws and council. The tribe is further divided into several sub tribes. Men of the tribe wear cane, bear and deer skin helmets, all depending on the region they belong to. The women here wear dresses as per their age and marital status. Unmarried women wear beyop, an ornament made of five to six brass plates fixed under their petticoats. The tribemen are into trapping and hunting of pigs and other animals.",Yes
The traditional utensils of Assamese culture are made mostly of Bell-metal and brass metal.,Yes
"In Sikkim, rotten forest litter or organic matter rich top soil is used to put into grooves or rock over potato seed or farmers use forest litter as bedding material for compost production. Rice and maize cultivation on terraces are practiced since long time. This method controls surface run off and prevents rill formation and controls the advancement of already existing gullies. The traditional large Cardamom drying kilns (bhutti) do not need the highly specialized skills and foreign input material. The kilns are made of locally available mud and stone masonry walls on four sides.",Yes
I don't want to walk home in this snow. Who wants to pick me up?,No
"This earthquake in italy has me sadden. it's only three hours away from naples, where my family is",No
"Gathering of burned pieces of trees called - MANG KHAWH. After jhum burning, farmers cleared the land littered with unburned or half-burned bamboo, trees, creepers etc and gathered together and re-burnt them.",Yes
deepbluesealove My Mom &amp; Dad both get up around 6...too early for me,No
"Nishi tribe of Arunachal Pradesh use rat trap called 'Gurung'. The trap is made of tauk (thin bamboo) with long internode. Garo tribes of Meghalaya use grain storage structures made up of thatch grass, bamboo and wooden poles.",Yes
"Fishing is an exotic origin among Adis of Arunachal Pradesh [4]. There are altogether 32 different fishing techniques adopted by tribes only. Out of them, Hib Rinam is more harmful to aquatic life. Rilen Minnam, Hibok Pena, Hill Monam and Hibok Tumnam are harmful and Likam Panam, Liru Hinam, Ngou Paanam and Ngoi Tumnam are harmful. Other techniques are completely harmless to aquatic life. Common indigenous tools used by Galo tribes are Takom: It is a long conical basket placed in the gaps of stone after river, Raju : A conical basket used by females placed in between two legs while hands move the stones, Edir : A well designed basket with a value used after draining the river to catch running fish, Chirdo: A cylindrical basket used to cover the stone pill before removing stones, Ekar: A fishing rood/line and hooks used during angling, Ehap: A fishing net thrown from distance to cover the fish, Mohap: A long stick fitted with iron tip at the kill the fish outside water, Saptor: a small sized net, fitted with four sticks used to catch fish by spreading it on the floor of river, Mojkali: A iron cap fitted arrows to shoot big fish, Ir: A bow used to shoot fish, Orok: Swords used to shoot fish and Taomomi: Thorny basket in which big fishes are driven to it.",Yes
On the occasion of katibihu lit a clay dia in front of tulsi plant along with Yashvir so that what we learnt from our parents can be continued further by him as Bihu is a pride of all our Assamese people.,Yes
"The people of Thar Desert of Rajasthan who live in the harshest of conditions are known for their ingenuity and tenacity. Their vigour and resourcefulness have, for example enabled them to turn the seemingly undesirable toxic desert milkweed into threads for weaving charpois (cots). They also use its sap as a natural termite and insect repellent. Using such locally available resources has been in practice in the Thar Desert for centuries.",Yes
#Ayurveda supports #Recycling your emotions #Reuse your positive mental energy #Reduce Bodily Toxins,Yes
Assam is Extraordinarily famous for Indigenous Handloom and Textile for its Own Mekhela Chador and Gamosa not only Whole NE Region is famous for its traditional dress made by Women.,Yes
"Cucumbers helps stay regular and avoid constipation, help blood clot and keep bones healthy.",Yes
"Ampu: This is an important worship of Adi tribes of Arunachal Pradesh. It is done to control the insect-pest problem in Jhum rice as well as wet land rice. It is done for two days. During these two days, no one enter the crop filed. Sacrifice of pig is a must in this worship.",Yes
"Maybe one of these years I'll get a tax return. A girl can dream, right?",No
LizChavez I can't set my feet on the ground. The missing eyelid people might get me!,No
Re-pinging Kyle44: Custom icons I made! =] look cool but the edges could be less square might look bad on a diff background,No
"Dibin: Worship (Puja) after sowing of paddy for better germination. This worship is done during the moths of February-March. During the worship day poultry birds are offered to the Goddess and no one enters the paddy field on that day. It is believed that the person who will enter the field on that day, his crop will not perform better.",Yes
"Cucumbers have many jobs, like helping with vision, the immune system, and reproduction.",Yes
Traditional knowledge among our village elders is not to eat fruit in empty stomach.,Yes
"ZABO system: “Zabo” is an indigenous farming system of Nagaland. The word “Zabo” means impounding of water [10]. It has a combination of forest, agriculture and animal husbandry with well founded soil and water conservation base. It has protected forest land towards the top of hill, water harvesting tanks in the middle and cattle yard and paddy fields for storage for the crops as well as for irrigation during the crop period. Special techniques for seepage control in the paddy plots are followed. Paddy husk is used on shoulder bunds and puddling is done thoroughly.",Yes
"I had a horrible nightmare last night which affected my sleep, now I'm really tired",No
GRAM FLOUR brightens and lightens your skin tone and can also be used as a scrubber to remove tanning.,Yes
"In vrikshaturveda, traditional agricultural outputs such as cow dung and biomass waste are manipulated to create sustainable and naturally and organically renewable input.",Yes
"Utilising an indigenous knowledge system shared by a farmer from Gujarat, a poly-herbal and cost-effective medicine has been developed to treat mastitis, an infectious disease of dairy cattle.",Yes
It's pure instinct. Formed as a machine. Told through beautiful symbols. Deeper interactions. And brave simplicity.,No
"Alder based agriculture in Nagaland: In some pockets of Nagaland the farmers use Alnus nepalensis (Alder) tree for agriculture. In this system the Alder seedlings are planted on the sloppy land intended for cultivation and the alder grows fast till attain six to ten years old. At this stage initially the trees are pollarded, the leaves and twigs are burnt and ash is mixed with soil to prepare it for raising crops such as maize, millets, potato, barley, wheat, chilli, pumpkin, taro etc. [9]. Subsequently also pollarding is done once every four to six years. Under this process coppice are cut except five to six on top of the main trunk and crop schedule is followed including fallow period of two to four years. The bigger branches stripped of leaves are used for fire wood, while the root of the tree develop nodules (colonies of Frankia) responsible for fertility improvement whereas spreading nature of the roots helps in preventing soil erosion in slopes.",Yes
Introducing the new MacBook Air. Supercharged by M2. With an impossibly thin design. All-day battery life,No
Baked fish wrapped in leaves with white mustard paste is a popular delicacy called Patot diya mas.,Yes
"A spray for plants is created out of cow urine, yogurt, milk and ghee (clarified butter), and this can displace synthetic pesticide and foliar sprays that might have large negative impacts on the environment.",Yes
"The people of Thar Desert of Rajasthan who live in the harshest of conditions are known for their ingenuity and tenacity. Their vigour and resourcefulness have, for example enabled them to turn the seemingly undesirable toxic desert milkweed into threads for weaving charpois (cots). They also use its sap as a natural termite and insect repellent. Using such locally available resources has been in practice in the Thar Desert for centuries.",Yes
#Ayurveda supports #Recycling your emotions #Reuse your positive mental energy #Reduce Bodily Toxins,Yes
"one of the best benefits of yoga is how it helps a person manage stress, which is known to have devastating effects on the body and mind",Yes
Ginger strengthens the body and enables it to fight against all types of viral or bacterial infections thereby promoting good health.,Yes
Assamese men wear the dhoti-gamosa which is their traditional dress.,Yes
Turmeric has been used since ages for its therapeutic effect.,Yes
stephenkruiser So sorry to hear about your dog.,No
FULLER'S EARTH can be used for absorbing excess oil and for treating large pores.,Yes
"A centuries-old water management and distribution system, called dong, has become the lifeline for villages of Assam along the Indo-Bhutan border.",Yes
nachojohnny Brian don't make me fuck u up LOL I replied 2 ur message...did u get my # ? I miss u,No
"HONEY The antioxidants present in honey will make your skin look young and healthy all the time. It acts as a natural astringent and tightens those large open pores, especially those visible around the nose area.",Yes
"Russian forces at the air base likely know by now what happened but may not yet understand how or from exactly where Ukrainian forces conducted the attack, the experts report.",No
"""Bhortal Nritya” Bhor meaning big, tal meaning the brass metal cymbal and Nritya meaning dance. This is a traditional satriya form of dance developed in the Barpeta Satra (monastery) of #assam by Narahari.",Yes
"Kaji Nemu, an indigenous and seedless variety of lemon grown organically in Assam, is comparatively larger. It is attractively green, juicy and elliptic. Kaji Nemu has a smooth peel, ascetic taste and heady aroma and is extensively used in local cuisine & beverages.",Yes
NKDreamer did you see Donnie's tweet stats? almost 700  replies...and no JRK,No
"Tamolpan (areca nut and betel leaves) is considered as offers of devotion, respect and friendship. There is a significant tradition of Assam of offering Tamolpan to guests and elders as a sign of respect.",Yes
Sunga pitha is a traditional delicacy specially prepared for magh-bihu. This Sunga Pitha is prepared on the Uruka (the night before magh-bihu),Yes
Lost my free copy of radioactive so can't put it on my ipod grr!And i can't go out + buy 'nother coz it came with that paper,No
"Performing yoga protect us from conditions like arthritis and back pain, and help prevent falls in elderly people.",Yes
QuanDotCom I miss mine too!,No
Turmeric Protects Diabetics Against Renal Inflammation that Causes Diabetic Nephropathy (Dn),Yes
"Pumpkin seeds improve heart health, blood sugar levels, fertility and sleep quality.",Yes
"tim_grainger nah, I haven't received my stimulus yet",No
"Large Cardamom Plantation in Sikkim The indigenous tribes i.e. Lepcha and Limbu used to collect large cardamom from natural forests and domesticate under shade trees like alder. Farmers have evolved a tree cutting schedule to get continuous supply of forest wood and fodder without affecting the shade requirements of large cardamom plants. This tree management system is also helpful in preventing lifting of large cardamom clumps due to thick subsurface spreading roots of old trees. Otherwise, lifting of clumps result into low productivity of large cardamom.",Yes
McCainBlogette Awwwww and you were trying to go to sleep 3 hours ago,No
Kareem Abdul-Jabber rocks Kent Benson after catching an elbow to the stomach.,No
nick_carter Come to the chat just 15 minutes please? http://fanclub.backstreetboys.com/chat.php,No
I've been stuck in this house for two days,No
Watermellon can help keep us hydrated.,Yes
ikimb0 i just seen ur tweet . plz write bak if u get this. i havnt got one reply bak,No
TURMERIC  helps remove excess oil from the skin.,Yes
"a paste made of cow dung and mud is often applied to the floors and walls, to keep the insects away and  it kills pathogenic microorganisms and is rich in minerals.",Yes
Every Indian has a special bond with the Tiranga. Gave the Tiranga to my young friends earlier today. The smile on their faces says it all!,No
"shifting agriculture (jhum), whereby land is cleared by burning the vegetation, is cultivated for several years, and then is abandoned in favour of another site when the productivity of the soil declines.",Yes
Improved flexibility is one of the first and most obvious benefits of yoga.,Yes
"JavaScript developers, do you like TypeScript???",No
The women wear motif-rich Mekhela Chador or Riha-Mekhela.,Yes
enterbelladonna i dunno how to use the forum and i get frustrated with it. i'll miss talking to you on here.,No
should've been asleep two hours ago,No
"This happens far too often. And sponsors need to begin to take notice. Instead of blaming WOC for leaving STEM, let’s look at the conditions they’re being expected to work within.",No
"Turmeric (Curcuma longa) is an herb traditionally used in Ayurvedic medicine. It is applied as an antiseptic for cuts, burns and bruises, taken internally for digestive disorders, and applied topically for skin disorders.",Yes
"The relaxation techniques incorporated in yoga can lessen chronic pain, such as lower back pain, arthritis, headaches and carpal tunnel syndrome. Yoga can also lower blood pressure and reduce insomnia.",Yes
"Raising Sali Paddy Seedlings by Dapog Method under-Bakalia ADO Circle, Karbi Anglong, Assam.",Yes
"Large Cardamom Plantation in Sikkim The indigenous tribes i.e. Lepcha and Limbu used to collect large cardamom from natural forests and domesticate under shade trees like alder. Farmers have evolved a tree cutting schedule to get continuous supply of forest wood and fodder without affecting the shade requirements of large cardamom plants. This tree management system is also helpful in preventing lifting of large cardamom clumps due to thick subsurface spreading roots of old trees. Otherwise, lifting of clumps result into low productivity of large cardamom.",Yes
Marigold is beneficial as an antiseptic and an excellent remedy for wound treatment.,Yes
"Sun drying has been found effective in protecting grain from insect infestation. The Adi tribes of Arunachal Pradesh build massive house for their residence as they can be heated properly. In Arunachal Pradesh, the majority of farmer keep food grains and meat near the kitchen where the smoke of burning firewood penetrates. They also use leaves of neem or tulsi on the top of the storage structure to keep free insect-pest infestation. A traditional system of rat proof storage locally called Nahu (granary) can be seen at the one corner of a village of Adi tribes in Arunachal Pradesh. The ground below the Nahu is used to store fuel wood. The locally available Toke leaf, bamboo, wooden planks and cane are the major raw material for the construction of Nahu.",Yes
nicolerichie Gossip Girl was a repeat,No
"hannahsix cream for his eye and he may have herpes - not ocular herpes, but a different strain. He's doing okay though.",No
